Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1962-01-02 00:00:00-05:00,0.4788671433925628,0.4835314328259786,0.4742028539591471,0.47886714339256287,163200,0.0,0.0
1962-01-03 00:00:00-05:00,0.47886736231529337,0.48353165388107294,0.4742030707495138,0.483531653881073,156000,0.0,0.0
1962-01-04 00:00:00-05:00,0.494414775962129,0.509962315531117,0.494414775962129,0.4959694445133209,355200,0.0,0.0
1962-01-05 00:00:00-05:00,0.49596948546351965,0.5068530202775415,0.49441481678396504,0.5006337761878967,163200,0.0,0.0
1962-01-08 00:00:00-05:00,0.500633728755626,0.5084076407882903,0.4975243916911091,0.5037433505058289,204000,0.0,0.0
1962-01-09 00:00:00-05:00,0.5037434210471057,0.5130720029183484,0.49907913011148436,0.508407711982727,290400,0.0,0.0
1962-01-10 00:00:00-05:00,0.5084072189786869,0.5115168381489359,0.5006333133957894,0.5021882653236389,182400,0.0,0.0
1962-01-11 00:00:00-05:00,0.5021884580287542,0.5099620819091797,0.4975241698262753,0.5099620819091797,384000,0.0,0.0
1962-01-12 00:00:00-05:00,0.509962450846433,0.5192910340002445,0.5037434903058139,0.5130720734596252,352800,0.0,0.0
1962-01-15 00:00:00-05:00,0.5130720744767442,0.516181697096101,0.5037434913044397,0.5115174055099487,280800,0.0,0.0
1962-01-16 00:00:00-05:00,0.5099530151942923,0.5099530151942923,0.5036957332035349,0.5068243741989136,163200,0.010417,0.0
1962-01-17 00:00:00-05:00,0.5068246456513027,0.5130816445663761,0.5036960029802408,0.5052604675292969,160800,0.0,0.0
1962-01-18 00:00:00-05:00,0.5052603805786269,0.5162101984024048,0.5052603805786269,0.5162101984024048,261600,0.0,0.0
1962-01-19 00:00:00-05:00,0.5162099695631436,0.5255956053733826,0.5068243337529046,0.5255956053733826,357600,0.0,0.0
1962-01-22 00:00:00-05:00,0.525595936453122,0.531852935459022,0.5240317583084106,0.5240317583084106,261600,0.0,0.0
1962-01-23 00:00:00-05:00,0.5240315938511634,0.5287244132396008,0.5130814909934998,0.5130814909934998,223200,0.0,0.0
1962-01-24 00:00:00-05:00,0.5130812566728352,0.5130812566728352,0.500567268303364,0.5099529027938843,120000,0.0,0.0
1962-01-25 00:00:00-05:00,0.5099531356858512,0.5177743103819371,0.5083886716050624,0.5130814909934998,151200,0.0,0.0
1962-01-26 00:00:00-05:00,0.5130814909934998,0.5177743103819371,0.5068244939512381,0.5130814909934998,108000,0.0,0.0
1962-01-29 00:00:00-05:00,0.5130813466088207,0.5177741646766663,0.5115171693951669,0.5177741646766663,122400,0.0,0.0
1962-01-30 00:00:00-05:00,0.51620989697862,0.51620989697862,0.5083884394275751,0.5099529027938843,120000,0.0,0.0
1962-01-31 00:00:00-05:00,0.5099531356858512,0.5177743103819371,0.5099531356858512,0.5130814909934998,189600,0.0,0.0
1962-02-01 00:00:00-05:00,0.513081614555196,0.5255958980804074,0.513081614555196,0.5224672555923462,112800,0.0,0.0
1962-02-02 00:00:00-05:00,0.5224671419827925,0.52403160610015,0.5177743224846628,0.5193387866020203,199200,0.0,0.0
1962-02-05 00:00:00-05:00,0.5193386283172041,0.520902805530858,0.5177741646766663,0.5177741646766663,96000,0.0,0.0
1962-02-06 00:00:00-05:00,0.5193385758207401,0.5240313934142201,0.5193385758207401,0.5209027528762817,105600,0.0,0.0
1962-02-07 00:00:00-05:00,0.5209025689163775,0.524031208349418,0.5146455764770508,0.5146455764770508,122400,0.0,0.0
1962-02-08 00:00:00-05:00,0.5146455764770508,0.516209752980194,0.5146455764770508,0.5146455764770508,141600,0.0,0.0
1962-02-09 00:00:00-05:00,0.5146453785137551,0.516209554415223,0.508388102054596,0.508388102054596,115200,0.0,0.0
1962-02-12 00:00:00-05:00,0.5083884394275751,0.5099529027938843,0.5021314452428394,0.5099529027938843,98400,0.0,0.0
1962-02-13 00:00:00-05:00,0.5099525643827076,0.5115167402841755,0.5052597502516601,0.508388102054596,86400,0.0,0.0
1962-02-14 00:00:00-05:00,0.5083886649307714,0.5083886649307714,0.5005674903373645,0.5036958456039429,177600,0.0,0.0
1962-02-15 00:00:00-05:00,0.5021313147279497,0.5021313147279497,0.4943098592098718,0.5005671381950378,60000,0.0,0.0
1962-02-16 00:00:00-05:00,0.5005674903373645,0.5068244872974822,0.49118185168370737,0.5036958456039429,88800,0.0,0.0
1962-02-19 00:00:00-05:00,0.5036958456039429,0.5083886649307714,0.49900302627711435,0.5036958456039429,170400,0.0,0.0
1962-02-20 00:00:00-05:00,0.5036955792988281,0.5052600425319427,0.5005672256862181,0.5021314024925232,67200,0.0,0.0
1962-02-21 00:00:00-05:00,0.5021314838922253,0.5021314838922253,0.48805303107281706,0.4911816716194153,98400,0.0,0.0
1962-02-23 00:00:00-05:00,0.4911816716194153,0.49743866628575584,0.48805303107281706,0.4911816716194153,96000,0.0,0.0
