Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1990-02-16 00:00:00-05:00,0.0,0.05502501122488697,0.050838587286285306,0.053230829536914825,940636800,0.0,0.0
1990-02-20 00:00:00-05:00,0.0,0.055025018751621246,0.05143665488483367,0.055025018751621246,151862400,0.0,0.0
1990-02-21 00:00:00-05:00,0.0,0.0544269406434168,0.05203469883314682,0.053828880190849304,70531200,0.0,0.0
1990-02-22 00:00:00-05:00,0.0,0.05622113881613496,0.05442695692181587,0.05442695692181587,45216000,0.0,0.0
1990-02-23 00:00:00-05:00,0.0,0.0550250176599285,0.05382889639473028,0.054127924144268036,44697600,0.0,0.0
1990-02-26 00:00:00-05:00,0.0,0.05502501768936632,0.05263277515769005,0.05263277515769005,26928000,0.0,0.0
1990-02-27 00:00:00-05:00,0.0,0.05472596830293952,0.052632759285714315,0.053828880190849304,25574400,0.0,0.0
1990-02-28 00:00:00-05:00,0.0,0.05681919428504721,0.05382889139954425,0.055623073130846024,67968000,0.0,0.0
1990-03-01 00:00:00-05:00,0.0,0.05622114004055044,0.055025018751621246,0.055025018751621246,28425600,0.0,0.0
1990-03-02 00:00:00-05:00,0.0,0.05622113370794662,0.05502501255374543,0.055623073130846024,8438400,0.0,0.0
1990-03-05 00:00:00-05:00,0.0,0.05622114004055044,0.055025018751621246,0.055025018751621246,2419200,0.0,0.0
1990-03-06 00:00:00-05:00,0.0,0.05622114004055044,0.05442695810715665,0.055025018751621246,23904000,0.0,0.0
1990-03-07 00:00:00-05:00,0.0,0.055025001095984294,0.05323081973828181,0.053828880190849304,18172800,0.0,0.0
1990-03-08 00:00:00-05:00,0.0,0.05442695066222959,0.053230829536914825,0.053230829536914825,33523200,0.0,0.0
1990-03-09 00:00:00-05:00,0.0,0.05382889009957221,0.053230829536914825,0.053230829536914825,11145600,0.0,0.0
1990-03-12 00:00:00-05:00,0.0,0.05502501755325557,0.05323083565893647,0.05442695692181587,20304000,0.0,0.0
1990-03-13 00:00:00-05:00,0.0,0.057417240923316466,0.05442693876375082,0.056221120059490204,53020800,0.0,0.0
1990-03-14 00:00:00-05:00,0.0,0.06280047307050601,0.0562211203889723,0.06220241263508797,87350400,0.0,0.0
1990-03-15 00:00:00-05:00,0.0,0.06220241705132733,0.05861336629206886,0.05921211466193199,38620800,0.0,0.0
1990-03-16 00:00:00-05:00,0.0,0.060408256947994225,0.059212135569882696,0.06040825694799423,19929600,0.0,0.0
1990-03-19 00:00:00-05:00,0.0,0.06280047307050601,0.05861336213064447,0.06220241263508797,43027200,0.0,0.0
1990-03-20 00:00:00-05:00,0.0,0.06280049071730257,0.056819196790456765,0.05681919679045677,43228800,0.0,0.0
1990-03-21 00:00:00-05:00,0.0,0.058613368444065096,0.05681918694455433,0.05741724744439125,19900800,0.0,0.0
1990-03-22 00:00:00-05:00,0.0,0.05861336381138926,0.05323081973828181,0.053828880190849304,43776000,0.0,0.0
1990-03-23 00:00:00-05:00,0.0,0.05681919428504721,0.05382889139954425,0.055623073130846024,16905600,0.0,0.0
1990-03-26 00:00:00-05:00,0.05681919554407185,0.058015316724777215,0.05622113495371917,0.05801531672477722,41702400,0.0,0.0
1990-03-27 00:00:00-05:00,0.05741724533631073,0.05921211466193199,0.05681918485843166,0.05921211466193199,15926400,0.0,0.0
1990-03-28 00:00:00-05:00,0.05921211575967513,0.05921211575967513,0.0586133673787117,0.0586133673787117,9792000,0.0,0.0
1990-03-29 00:00:00-05:00,0.0586133673787117,0.0586133673787117,0.057417246400778485,0.0586133673787117,16272000,0.0,0.0
1990-03-30 00:00:00-05:00,0.057417240923316466,0.057417240923316466,0.05502499919566395,0.056221120059490204,28742400,0.0,0.0
